Year,Team,Conf_x,AdjEM,AdjO,AdjD,AdjT,SOSEM,SOSO,SOSD,Conf_y,BPI(O),BPI(D),W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,PASE
2015,Oral Roberts,Sum,-3.17,106.2,109.4,65.5,-1.64,102.8,104.4,Summit,1.5,-3.0,19.0,15.0,69.9,68.9,1.0,-1.99,1.22,-5.05,-3.83,0.1986842105263158
2015,Maryland Eastern Shore,MEAC,-3.33,104.5,107.8,64.4,-5.65,100.5,106.2,MEAC,-0.6,-2.3,18.0,15.0,67.5,67.2,0.39,-6.94,-2.29,-4.26,-6.55,
2015,Fordham,A10,-3.49,102.0,105.5,65.4,2.63,104.0,101.4,A 10,-1.0,-1.5,10.0,21.0,65.0,69.2,-4.16,2.72,-0.96,-1.19,-2.15,-0.1578947368421052
2015,UTSA,CUSA,-3.59,106.4,110.0,65.9,-3.46,101.5,105.0,C-USA,1.3,-5.2,14.0,16.0,70.7,70.4,0.3,-2.61,2.15,-5.47,-3.33,0.2055921052631579
2015,Rice,CUSA,-3.62,102.0,105.6,62.0,-1.32,103.6,104.9,C-USA,-3.7,-0.7,12.0,20.0,64.1,65.8,-1.72,-0.79,-2.96,0.1,-2.86,
2015,Milwaukee,Horz,-3.76,103.1,106.9,64.4,0.89,105.6,104.7,Horizon,-3.3,-1.6,14.0,16.0,65.4,69.2,-3.8,0.15,-2.91,-1.94,-4.85,0.3141447368421052
2015,Gardner Webb,BSth,-3.84,107.6,111.4,67.4,-1.92,103.9,105.8,Big South,4.4,-7.2,20.0,15.0,74.8,74.1,0.69,-3.11,4.54,-9.77,-5.24,-0.006578947368421
2015,Texas Southern,SWAC,-3.84,104.1,107.9,63.3,-6.74,100.0,106.8,SWAC,-0.4,-2.6,22.0,13.0,68.3,68.2,0.11,-6.09,-1.74,-4.23,-5.98,0.3925438596491228
2015,Houston,Amer,-3.85,101.4,105.2,64.2,-2.75,101.8,104.6,American,-1.8,-0.6,13.0,19.0,64.4,65.5,-1.16,-0.91,-1.54,-0.52,-2.06,-0.1659356725146198
2015,Miami OH,MAC,-4.02,102.5,106.6,64.6,-0.08,104.3,104.4,MAC,-1.4,-2.2,13.0,19.0,66.3,69.6,-3.22,0.31,-0.75,-3.0,-3.75,0.018796992481203
2015,UC Riverside,BW,-4.22,98.5,102.8,65.3,-0.71,104.4,105.1,Big West,-3.2,-0.9,14.0,17.0,65.3,66.1,-0.81,-1.16,-3.3,-1.35,-4.65,
2015,Duquesne,A10,-4.26,108.6,112.9,67.3,1.03,103.7,102.7,A 10,4.7,-6.7,12.0,19.0,71.4,74.3,-2.9,1.41,5.62,-8.54,-2.93,
2015,East Tennessee St.,SC,-4.29,103.2,107.5,67.7,-4.13,103.2,107.3,Southern,2.8,-4.2,16.0,14.0,73.4,71.3,2.03,-4.01,1.74,-6.54,-4.8,-0.067251461988304
2015,South Dakota,Sum,-4.36,103.4,107.8,65.2,-3.12,103.1,106.3,Summit,1.9,-4.2,17.0,16.0,70.0,70.1,-0.09,-3.48,0.38,-5.27,-4.9,
2015,Tulane,Amer,-4.37,99.8,104.2,63.0,-1.34,102.0,103.4,American,-2.8,1.0,15.0,16.0,63.6,64.0,-0.35,0.32,-2.68,1.17,-1.51,0.3925438596491228
2015,St. Francis PA,NEC,-4.58,99.8,104.4,62.7,-4.1,102.0,106.1,NEC,-3.4,1.1,16.0,16.0,64.4,64.1,0.34,-4.97,-6.1,0.41,-5.68,-0.0921052631578947
2015,Denver,Sum,-4.58,106.0,110.6,57.1,-3.73,102.8,106.6,Summit,-4.8,2.8,12.0,18.0,62.2,63.0,-0.83,-3.13,-7.04,3.08,-3.96,
2015,Southern Illinois,MVC,-4.79,98.8,103.6,62.2,-0.87,103.0,103.9,MVC,-5.7,2.7,12.0,21.0,59.6,61.9,-2.3,-0.6,-6.29,2.81,-3.48,-0.1396198830409357
2015,East Carolina,Amer,-4.89,103.7,108.6,61.2,0.04,103.2,103.2,American,-1.3,-0.7,14.0,19.0,64.1,65.9,-1.82,1.0,-3.66,0.82,-2.84,-0.006578947368421
2015,Eastern Illinois,OVC,-4.95,100.3,105.2,63.2,-1.2,104.4,105.6,OVC,-4.7,1.3,18.0,15.0,63.5,64.7,-1.18,-2.42,-5.44,-0.07,-5.52,-0.0921052631578947
2015,Mount St. Mary's,NEC,-4.97,98.5,103.4,62.4,-4.84,102.0,106.9,NEC,-2.4,0.0,15.0,15.0,63.1,64.8,-1.73,-4.4,-6.39,0.25,-6.14,0.493421052631579
2015,Texas A&M Corpus Chris,Slnd,-5.05,100.8,105.9,62.7,-7.36,101.3,108.6,Southland,-3.5,0.6,20.0,14.0,66.6,64.5,2.18,-6.43,-5.66,0.08,-5.58,0.4506578947368421
2015,Incarnate Word,Slnd,-5.06,107.5,112.6,67.4,-6.57,101.1,107.7,Southland,5.5,-8.0,18.0,11.0,79.2,75.2,4.07,-6.47,5.81,-11.96,-6.15,
2015,Northwestern St.,Slnd,-5.11,112.5,117.6,73.2,-5.2,101.7,106.9,Southland,9.1,-13.3,19.0,13.0,84.0,83.0,0.97,-4.52,13.22,-18.71,-5.48,0.5592105263157895
2015,Texas St.,SB,-5.2,93.7,98.9,61.2,-3.05,102.5,105.6,Sun Belt,-7.5,5.0,14.0,17.0,61.5,59.8,1.65,-3.36,-9.92,4.67,-5.25,-0.0493421052631578
2015,Idaho,BSky,-5.29,107.7,112.9,67.5,-4.51,104.3,108.8,Big Sky,5.0,-8.1,13.0,17.0,76.7,75.6,1.07,-4.79,5.33,-11.08,-5.75,-0.2434210526315789
2015,Ohio,MAC,-5.47,103.0,108.5,66.4,0.75,104.9,104.2,MAC,-0.2,-4.0,10.0,20.0,67.6,72.2,-4.6,0.45,0.46,-4.61,-4.15,0.4078947368421053
2015,Southeast Missouri St.,OVC,-5.54,102.8,108.4,65.6,-4.11,102.4,106.5,OVC,-0.3,-3.4,13.0,17.0,69.6,68.8,0.77,-3.73,-0.92,-4.31,-5.23,-0.2434210526315789
2015,Western Carolina,SC,-5.6,101.9,107.5,65.7,-3.3,103.8,107.1,Southern,0.4,-4.1,15.0,17.0,70.3,71.4,-1.03,-3.56,0.16,-5.99,-5.83,-0.006578947368421
2015,Little Rock,SB,-5.63,104.3,109.9,64.3,-4.76,100.6,105.4,Sun Belt,0.3,-4.1,13.0,18.0,69.2,70.3,-1.1,-3.81,0.14,-5.52,-5.38,0.2713815789473685
2015,Bryant,NEC,-5.85,104.1,109.9,63.1,-4.6,101.4,106.0,NEC,-1.4,-1.8,16.0,15.0,66.4,67.7,-1.35,-4.93,-3.08,-3.2,-6.28,
2015,UNC Asheville,BSth,-6.14,102.4,108.6,67.8,-4.43,102.8,107.2,Big South,1.3,-4.3,15.0,16.0,72.3,70.4,1.9,-5.65,0.16,-7.35,-7.19,0.3592105263157895
2015,Sacred Heart,NEC,-6.16,103.4,109.6,68.5,-6.61,100.8,107.4,NEC,3.6,-7.8,15.0,17.0,73.8,74.0,-0.22,-5.97,3.09,-10.44,-7.36,
2015,Boston University,Pat,-6.29,106.4,112.7,64.2,-3.45,102.9,106.4,Patriot,0.8,-2.9,13.0,17.0,67.9,69.6,-1.67,-3.12,0.22,-5.85,-5.63,-0.1236842105263157
2015,Pacific,WCC,-6.31,103.1,109.5,61.4,2.88,106.7,103.8,WCC,-3.5,-2.1,12.0,19.0,64.4,68.2,-3.84,3.31,-2.58,-0.6,-3.19,0.0434210526315789
2015,Cal St. Bakersfield,WAC,-6.44,99.7,106.2,60.5,-6.99,99.9,106.9,WAC,-5.2,1.4,14.0,19.0,63.6,61.5,2.18,-5.8,-7.12,0.72,-6.4,-0.0921052631578947
2015,Holy Cross,Pat,-6.49,101.2,107.7,63.6,-3.91,103.2,107.1,Patriot,-1.3,-1.0,14.0,16.0,66.0,67.3,-1.3,-3.82,-3.74,-2.5,-6.23,0.0416666666666667
2015,Wright St.,Horz,-6.53,99.0,105.5,63.0,0.02,105.4,105.3,Horizon,-3.9,-0.2,11.0,20.0,64.2,68.0,-3.81,-1.14,-5.51,-0.91,-6.41,0.1677631578947369
2015,Seattle,WAC,-6.64,98.3,104.9,62.3,-7.33,100.3,107.7,WAC,-6.5,1.3,18.0,16.0,62.4,61.6,0.82,-4.69,-6.92,1.07,-5.85,
2015,North Texas,CUSA,-6.66,98.6,105.2,65.5,-1.29,103.8,105.1,C-USA,-4.3,-1.3,14.0,17.0,65.3,68.2,-2.84,-0.71,-3.87,-1.08,-4.95,0.1200657894736842
2015,Northern Kentucky,ASun,-6.72,104.2,110.9,63.6,-5.02,103.7,108.7,ASUN,0.2,-1.9,13.0,17.0,70.6,69.3,1.27,-4.49,-2.84,-4.0,-6.85,-0.0855263157894736
2015,Tennessee Tech,OVC,-6.88,104.2,111.1,66.2,-3.3,102.7,106.0,OVC,0.0,-2.9,12.0,18.0,70.6,69.8,0.77,-3.99,0.02,-6.51,-6.49,
2015,SIU Edwardsville,OVC,-6.9,97.9,104.8,66.3,-4.5,102.8,107.3,OVC,-1.1,-1.7,12.0,16.0,68.2,67.3,0.89,-4.54,-3.9,-3.38,-7.28,
2015,Elon,CAA,-7.23,98.5,105.7,68.0,-3.2,104.0,107.2,CAA,0.9,-3.4,15.0,18.0,70.6,70.6,0.0,-2.69,-0.85,-5.06,-5.91,
2015,Drexel,CAA,-7.24,99.3,106.5,60.7,-1.5,103.7,105.2,CAA,-6.0,2.2,11.0,19.0,59.6,64.3,-4.77,-0.85,-7.98,2.27,-5.71,-0.0184210526315789
2015,Hampton,MEAC,-7.4,96.6,104.0,69.2,-7.48,99.5,106.9,MEAC,-1.3,-2.5,17.0,18.0,67.0,68.2,-1.17,-7.08,-2.46,-5.79,-8.25,0.3592105263157895
2015,Northern Colorado,BSky,-7.45,110.4,117.9,63.2,-6.44,102.3,108.7,Big Sky,3.5,-7.0,15.0,15.0,74.7,73.4,1.3,-6.21,2.28,-9.1,-6.82,-0.0921052631578947
2015,Army,Pat,-7.5,100.2,107.8,69.2,-6.16,102.3,108.4,Patriot,2.6,-5.2,15.0,15.0,72.1,72.1,0.03,-4.98,2.07,-8.57,-6.5,
2015,Bradley,MVC,-7.51,93.7,101.3,62.1,0.92,104.9,104.0,MVC,-8.2,3.2,9.0,24.0,57.0,61.4,-4.36,1.52,-8.27,3.97,-4.3,0.1026315789473684
2015,Missouri St.,MVC,-7.52,98.9,106.5,61.3,1.51,104.8,103.3,MVC,-5.4,0.7,11.0,20.0,59.7,64.2,-4.48,1.67,-5.79,0.87,-4.92,0.1271929824561403
2015,Nebraska Omaha,Sum,-7.57,102.9,110.5,73.4,-5.38,101.5,106.9,Summit,5.5,-10.4,12.0,17.0,76.8,77.8,-1.03,-5.14,7.41,-14.59,-7.18,
2015,Ball St.,MAC,-7.65,100.4,108.0,63.5,1.38,104.8,103.4,MAC,-1.7,-2.5,7.0,23.0,65.4,69.0,-3.63,0.04,-2.17,-2.89,-5.06,0.0866228070175438
2015,Portland St.,BSky,-7.77,102.9,110.7,65.9,-4.64,104.2,108.9,Big Sky,-0.2,-4.7,15.0,14.0,71.8,72.3,-0.52,-4.86,-1.17,-6.58,-7.75,-0.1249999999999999
2015,Howard,MEAC,-7.91,93.9,101.9,62.7,-6.17,100.7,106.9,MEAC,-6.5,1.9,16.0,16.0,63.5,62.6,0.88,-7.86,-10.76,0.87,-9.89,-0.006578947368421
2015,Delaware,CAA,-7.92,101.7,109.6,65.3,-1.68,103.8,105.5,CAA,-0.9,-4.5,10.0,20.0,66.0,72.0,-6.07,-1.69,-1.89,-5.86,-7.76,-0.1929824561403508
2015,Marshall,CUSA,-8.05,96.3,104.3,69.9,-0.99,102.6,103.5,C-USA,-1.9,-5.2,11.0,21.0,66.8,71.5,-4.72,-0.22,-0.9,-5.56,-6.45,0.1403508771929825
2015,Delaware St.,MEAC,-8.25,101.5,109.7,67.1,-4.87,100.5,105.4,MEAC,-0.1,-6.8,18.0,18.0,70.4,72.4,-2.06,-6.75,-1.53,-9.25,-10.78,-0.006578947368421
2015,Grand Canyon,WAC,-8.29,106.5,114.8,64.5,-9.2,98.7,107.9,WAC,-0.6,-4.4,17.0,15.0,68.7,68.4,0.31,-5.45,-0.34,-6.28,-6.62,-0.1249999999999999
2015,Alabama St.,SWAC,-8.31,97.8,106.1,67.5,-15.38,94.7,110.1,SWAC,-0.3,-4.0,19.0,10.0,72.1,66.8,5.28,-12.71,-2.28,-6.69,-8.97,-0.006578947368421
2015,Siena,MAAC,-8.31,105.7,114.0,66.0,-3.15,101.8,105.0,MAAC,2.5,-6.1,11.0,20.0,69.8,73.8,-4.03,-2.9,1.63,-8.56,-6.93,0.4210526315789474
2015,Weber St.,BSky,-8.35,99.9,108.3,62.7,-3.71,104.1,107.8,Big Sky,-3.3,-0.7,13.0,17.0,67.0,68.0,-1.03,-3.5,-5.82,-1.47,-7.29,0.1644736842105263
2015,Towson,CAA,-8.38,100.9,109.3,60.3,-4.15,102.1,106.3,CAA,-3.6,0.3,12.0,20.0,63.6,65.0,-1.44,-3.8,-6.37,-0.66,-7.02,-0.006578947368421
2015,Brown,Ivy,-8.42,99.4,107.8,67.4,-1.94,102.2,104.1,Ivy,-0.9,-3.8,13.0,18.0,66.1,69.2,-3.1,-1.99,-1.1,-6.12,-7.23,-0.0921052631578947
2015,Cal St. Northridge,BW,-8.44,100.8,109.2,64.8,0.92,104.6,103.6,Big West,-2.1,-4.2,9.0,24.0,65.1,70.5,-5.36,0.39,-2.29,-4.32,-6.61,-0.1677631578947368
2015,Nevada,MWC,-8.54,97.8,106.4,63.7,0.53,103.8,103.3,Mountain West,-6.4,-2.2,9.0,22.0,60.5,66.5,-6.03,1.08,-5.7,-0.32,-6.03,0.0542763157894737
2015,Loyola Marymount,WCC,-8.56,103.0,111.6,62.3,5.36,107.5,102.2,WCC,-4.4,-2.4,8.0,23.0,62.2,70.6,-8.39,5.28,-3.04,-1.09,-4.13,0.75
2015,FIU,CUSA,-8.57,96.0,104.6,64.6,-3.13,101.8,104.9,C-USA,-5.6,0.1,16.0,17.0,62.4,65.2,-2.82,-3.23,-6.3,-1.48,-7.78,-0.006578947368421
2015,Youngstown St.,Horz,-8.93,106.0,114.9,67.0,-0.54,104.2,104.7,Horizon,1.4,-7.5,11.0,21.0,71.5,74.8,-3.34,-1.73,2.81,-10.44,-7.63,
2015,South Florida,Amer,-9.02,99.2,108.3,63.7,2.0,104.3,102.3,American,-4.3,-1.7,9.0,23.0,61.6,68.4,-6.84,2.56,-3.49,-1.47,-4.96,0.2543859649122807
2015,Drake,MVC,-9.03,105.3,114.3,58.9,2.66,104.5,101.9,MVC,-5.4,-1.2,9.0,22.0,59.5,66.8,-7.29,2.22,-5.78,-0.27,-6.04,-0.4122807017543859
2015,Lamar,Slnd,-9.03,100.0,109.1,65.9,-5.28,102.6,107.9,Southland,-1.4,-4.6,15.0,15.0,71.5,71.1,0.47,-5.29,-3.05,-6.69,-9.75,-0.006578947368421
2015,Navy,Pat,-9.04,98.9,107.9,61.0,-4.89,103.5,108.4,Patriot,-7.1,2.4,13.0,19.0,61.0,64.3,-3.34,-3.61,-8.49,0.62,-7.87,0.3464912280701755
2015,Southern,SWAC,-9.15,94.0,103.1,64.7,-8.39,99.1,107.5,SWAC,-6.1,0.2,18.0,17.0,64.5,63.6,0.94,-8.23,-8.67,-1.27,-9.95,0.0657894736842105
2015,Charleston,CAA,-9.32,96.1,105.5,60.8,-1.55,104.8,106.3,CAA,-8.4,2.9,9.0,24.0,58.6,64.6,-5.97,-1.26,-9.82,2.6,-7.23,-0.4188596491228069
2015,IUPUI,Sum,-9.43,94.0,103.4,63.2,-1.11,104.5,105.6,Summit,-6.4,-0.4,10.0,21.0,60.7,67.1,-6.35,-1.93,-7.47,-0.81,-8.28,-0.006578947368421
2015,UCF,Amer,-9.58,102.7,112.3,64.0,-1.27,102.7,104.0,American,-0.2,-5.2,12.0,18.0,66.0,71.8,-5.73,0.78,0.64,-6.37,-5.73,0.031578947368421
2015,Illinois Chicago,Horz,-9.61,101.2,110.8,64.4,0.1,104.8,104.7,Horizon,-3.1,-4.3,10.0,24.0,64.7,70.3,-5.53,-0.36,-3.41,-4.45,-7.86,-0.3048245614035088
2015,Appalachian St.,SB,-9.63,98.3,107.9,65.3,-2.64,102.5,105.1,Sun Belt,-4.2,-2.5,12.0,17.0,63.5,70.1,-6.62,-3.18,-5.66,-4.15,-9.81,-0.1578947368421052
2015,Hartford,AE,-9.65,97.4,107.1,63.0,-5.4,100.2,105.6,Am. East,-4.8,0.2,14.0,16.0,61.9,64.1,-2.2,-5.16,-6.82,-1.76,-8.58,-0.006578947368421
2015,UNC Greensboro,SC,-9.7,99.8,109.5,65.7,-5.47,103.0,108.5,Southern,-1.5,-4.2,11.0,22.0,69.4,70.8,-1.42,-4.36,-2.63,-5.36,-7.99,-0.1463815789473683
2015,UMKC,WAC,-9.74,98.2,107.9,63.5,-5.72,101.6,107.3,WAC,-3.7,-1.6,14.0,19.0,65.6,66.7,-1.15,-5.07,-5.03,-2.98,-8.01,
2015,Troy,SB,-9.75,99.8,109.5,64.7,-5.21,100.5,105.7,Sun Belt,-3.4,-4.0,10.0,19.0,67.1,69.4,-2.31,-5.09,-3.79,-4.93,-8.72,-0.1249999999999999
2015,LIU,NEC,-9.82,97.0,106.8,67.4,-5.33,101.0,106.3,NEC,-0.7,-5.5,12.0,18.0,67.4,71.2,-3.77,-5.32,-2.47,-6.61,-9.09,-0.1140350877192982
2015,Saint Louis,A10,-9.85,95.9,105.8,62.8,1.32,104.2,102.9,A 10,-6.7,1.3,11.0,21.0,59.8,66.3,-6.56,2.43,-6.26,0.89,-5.38,-0.1299342105263158
2015,Florida Atlantic,CUSA,-10.28,98.7,109.0,63.9,-2.27,102.4,104.7,C-USA,-5.4,-0.5,9.0,20.0,62.6,66.7,-4.1,-2.06,-5.34,-2.46,-7.8,-0.3355263157894737
2015,Penn,Ivy,-10.46,97.7,108.2,63.3,-0.88,103.1,104.0,Ivy,-5.2,-1.6,9.0,19.0,60.3,67.2,-6.96,-1.36,-6.13,-2.19,-8.32,-0.235323886639676
2015,Cal St. Fullerton,BW,-10.62,99.1,109.7,65.7,-0.35,103.3,103.7,Big West,-2.7,-5.4,9.0,22.0,64.2,69.5,-5.29,-1.06,-2.73,-5.85,-8.58,-0.1140350877192982
2015,Samford,SC,-10.69,102.0,112.6,66.1,-6.94,101.5,108.5,Southern,-0.9,-6.0,13.0,19.0,69.3,71.9,-2.66,-5.57,-1.86,-7.55,-9.41,-0.200657894736842
2015,VMI,SC,-10.78,98.4,109.2,76.5,-4.85,103.0,107.9,Southern,7.7,-11.6,11.0,19.0,80.5,80.9,-0.43,-3.92,8.3,-18.14,-9.85,
2015,Arkansas St.,SB,-10.83,96.2,107.0,65.7,-3.81,101.8,105.6,Sun Belt,-4.6,-2.4,11.0,18.0,64.4,69.6,-5.14,-3.81,-6.04,-4.05,-10.1,-0.0921052631578947
2015,Fairfield,MAAC,-10.9,95.4,106.3,61.2,-2.99,102.6,105.6,MAAC,-6.9,0.6,7.0,24.0,59.5,65.8,-6.32,-2.31,-8.52,-0.11,-8.63,-0.0855263157894736
2015,South Alabama,SB,-11.28,101.0,112.2,68.6,-2.6,101.4,104.0,Sun Belt,0.2,-7.4,12.0,21.0,68.9,73.9,-4.94,-3.04,1.0,-10.46,-9.46,-0.2324561403508771
2015,Lipscomb,ASun,-11.29,100.7,112.0,67.7,-4.47,103.2,107.7,ASUN,1.0,-7.7,14.0,17.0,72.0,74.9,-2.9,-5.15,0.21,-11.03,-10.82,-0.0921052631578947
2015,Niagara,MAAC,-11.41,99.8,111.2,64.7,-1.99,103.2,105.2,MAAC,-3.4,-4.5,8.0,22.0,64.3,71.8,-7.47,-1.8,-3.67,-5.6,-9.27,0.4177631578947369
2015,McNeese St.,Slnd,-11.58,100.6,112.1,62.8,-6.37,102.2,108.6,Southland,-3.5,-4.8,15.0,16.0,69.5,71.3,-1.81,-5.42,-5.46,-4.6,-10.05,-0.0822368421052631
2015,Campbell,BSth,-11.85,97.7,109.5,61.3,-4.38,103.8,108.2,Big South,-6.3,-0.8,10.0,22.0,63.9,66.4,-2.47,-5.3,-9.67,-1.46,-11.13,-0.006578947368421
2015,Prairie View A&M,SWAC,-11.98,97.4,109.4,68.6,-7.75,98.4,106.2,SWAC,-2.4,-4.5,15.0,18.0,67.0,69.1,-2.09,-8.2,-3.0,-7.86,-10.86,-0.006578947368421
2015,UMass Lowell,AE,-12.46,94.1,106.6,63.7,-3.09,101.8,104.9,Am. East,-5.6,-1.5,12.0,17.0,61.4,66.5,-5.1,-4.32,-8.49,-2.72,-11.21,
2015,Wagner,NEC,-12.49,98.9,111.4,67.2,-4.64,101.8,106.5,NEC,-0.5,-6.7,10.0,20.0,68.4,73.5,-5.13,-4.99,-1.57,-9.9,-11.47,-0.0921052631578947
2015,Marist,MAAC,-12.74,94.6,107.4,65.0,-2.83,102.3,105.2,MAAC,-5.6,-1.9,7.0,25.0,61.2,68.8,-7.63,-2.93,-8.17,-2.38,-10.55,-0.1249999999999999
2015,Southeastern Louisiana,Slnd,-12.89,95.9,108.8,66.2,-7.01,101.7,108.8,Southland,-2.5,-5.1,9.0,23.0,68.3,72.6,-4.31,-6.14,-4.47,-6.51,-10.97,-0.0921052631578947
2015,Southern Utah,BSky,-13.12,98.7,111.8,67.5,-5.57,103.0,108.5,Big Sky,0.2,-6.5,10.0,19.0,69.3,74.0,-4.66,-5.48,-1.79,-10.2,-11.98,-0.1578947368421052
2015,Loyola MD,Pat,-13.13,93.2,106.4,62.7,-3.62,102.9,106.5,Patriot,-7.0,-0.7,11.0,19.0,58.8,66.2,-7.37,-3.38,-9.0,-1.75,-10.75,-0.0921052631578947
2015,Furman,SC,-13.18,98.3,111.5,62.4,-4.21,103.5,107.7,Southern,-5.8,-2.6,11.0,22.0,63.6,68.0,-4.45,-3.46,-6.84,-3.71,-10.55,-0.2434210526315789
2015,New Orleans,Slnd,-13.22,96.9,110.2,67.6,-6.78,101.6,108.4,Southland,-1.5,-6.6,11.0,18.0,71.1,73.6,-2.45,-6.36,-2.84,-9.02,-11.86,-0.3421052631578947
2015,Jacksonville St.,OVC,-13.27,95.2,108.4,63.1,-3.72,102.7,106.5,OVC,-6.2,-2.6,12.0,19.0,62.5,68.6,-6.03,-4.52,-8.68,-3.97,-12.65,-0.0921052631578947
2015,Jackson St.,SWAC,-13.5,91.2,104.7,63.2,-9.78,98.7,108.5,SWAC,-8.4,0.8,11.0,21.0,60.7,63.5,-2.84,-9.52,-11.17,-1.19,-12.36,-0.006578947368421
2015,Idaho St.,BSky,-13.77,97.5,111.3,63.4,-5.46,103.5,108.9,Big Sky,-4.8,-3.0,7.0,23.0,64.6,69.2,-4.6,-5.45,-7.28,-4.24,-11.52,-0.006578947368421
2015,North Dakota,BSky,-13.77,96.9,110.6,67.6,-3.51,104.5,108.0,Big Sky,-2.4,-5.4,8.0,22.0,67.7,73.4,-5.63,-3.73,-3.11,-9.05,-12.16,-0.0921052631578947
2015,Southern Miss,CUSA,-13.78,97.3,111.0,62.0,0.08,103.6,103.5,C-USA,-7.3,-2.4,9.0,20.0,60.1,68.2,-8.14,-0.06,-7.84,-2.19,-10.03,-0.4868421052631579
2015,Longwood,BSth,-13.8,97.4,111.2,66.4,-4.65,103.1,107.8,Big South,-2.5,-6.8,11.0,23.0,68.0,73.3,-5.29,-5.53,-4.15,-8.82,-12.96,-0.1578947368421052
2015,Austin Peay,OVC,-14.2,94.8,109.0,66.6,-1.93,104.2,106.2,OVC,-4.4,-4.7,8.0,22.0,64.6,72.6,-8.03,-2.81,-5.7,-6.75,-12.45,0.068421052631579
2015,Fairleigh Dickinson,NEC,-15.07,97.4,112.5,67.4,-4.48,102.3,106.8,NEC,-1.6,-7.2,8.0,21.0,67.4,73.4,-6.0,-4.54,-3.16,-9.06,-12.22,0.1763157894736842
2015,Montana St.,BSky,-15.16,95.7,110.8,65.3,-4.04,104.4,108.4,Big Sky,-5.4,-3.5,7.0,23.0,63.9,71.7,-7.83,-3.5,-6.86,-6.06,-12.91,-0.1414473684210525
2015,Utah Valley,WAC,-16.1,92.9,109.0,61.9,-5.54,102.1,107.6,WAC,-9.3,0.7,11.0,19.0,58.6,64.1,-5.5,-4.87,-11.86,-0.86,-12.72,
2015,Binghamton,AE,-16.41,94.0,110.4,63.0,-2.91,101.8,104.7,Am. East,-9.1,-2.2,6.0,26.0,57.7,66.4,-8.72,-3.49,-10.6,-2.86,-13.45,-0.0921052631578947
2015,Western Illinois,Sum,-16.66,91.5,108.1,66.6,-2.58,104.2,106.7,Summit,-7.1,-3.6,8.0,20.0,62.4,70.8,-8.43,-2.93,-8.59,-5.22,-13.81,
2015,Arkansas Pine Bluff,SWAC,-16.89,92.5,109.4,63.2,-8.36,99.3,107.7,SWAC,-9.4,-2.4,12.0,20.0,59.8,66.9,-7.13,-8.61,-11.47,-4.18,-15.65,0.993421052631579
2015,Coppin St.,MEAC,-17.04,99.1,116.1,73.7,-3.03,102.1,105.2,MEAC,2.8,-13.7,8.0,23.0,71.6,82.5,-10.94,-4.78,2.48,-20.32,-17.84,0.2412280701754386
2015,Presbyterian,BSth,-18.09,96.6,114.7,62.0,-3.69,103.5,107.2,Big South,-8.1,-4.0,10.0,22.0,61.8,69.2,-7.38,-4.51,-10.5,-5.76,-16.26,
2015,Chicago St.,WAC,-18.17,89.3,107.5,62.6,-1.65,103.9,105.5,WAC,-10.0,-0.7,8.0,24.0,58.0,66.1,-8.13,-2.48,-12.87,-1.89,-14.76,
2015,Nicholls St.,Slnd,-18.36,90.0,108.3,66.1,-6.23,102.9,109.1,Southland,-6.4,-5.0,10.0,19.0,65.0,73.0,-8.0,-5.3,-9.22,-6.62,-15.84,-0.1249999999999999
2015,The Citadel,SC,-18.59,103.2,121.8,58.6,-5.8,101.8,107.6,Southern,-5.9,-3.8,11.0,19.0,64.0,68.6,-4.63,-4.68,-7.91,-5.0,-12.91,
2015,Bethune Cookman,MEAC,-18.66,91.2,109.9,60.2,-11.26,98.7,110.0,MEAC,-10.1,0.0,11.0,21.0,59.3,62.6,-3.25,-10.45,-15.02,-0.5,-15.52,
2015,South Carolina St.,MEAC,-18.69,90.4,109.1,64.1,-6.33,100.0,106.4,MEAC,-8.5,-4.0,11.0,22.0,59.5,66.8,-7.21,-7.46,-11.59,-5.78,-17.37,-0.0578947368421052
2015,Morgan St.,MEAC,-18.87,94.3,113.2,64.4,-4.98,100.6,105.6,MEAC,-6.4,-5.3,7.0,24.0,61.2,70.9,-9.71,-6.48,-8.72,-7.47,-16.19,-0.0921052631578947
2015,Liberty,BSth,-18.87,90.8,109.7,65.8,-5.83,102.7,108.6,Big South,-7.0,-4.0,8.0,24.0,63.9,69.4,-5.53,-6.44,-9.8,-6.21,-16.01,0.0592105263157895
2015,Tennessee St.,OVC,-18.9,89.5,108.4,63.5,-1.39,103.5,104.9,OVC,-9.5,-3.0,5.0,26.0,57.8,68.1,-10.26,-2.38,-12.02,-2.91,-14.93,-0.1249999999999999
2015,Alabama A&M,SWAC,-19.09,95.0,114.1,63.5,-9.62,97.8,107.4,SWAC,-7.8,-4.8,9.0,20.0,62.0,68.6,-6.59,-9.62,-10.14,-7.01,-17.15,
2015,North Carolina A&T,MEAC,-19.42,93.5,112.9,61.6,-7.53,98.9,106.5,MEAC,-9.4,-2.6,9.0,23.0,58.9,66.0,-7.13,-8.02,-11.64,-5.11,-16.76,0.1024436090225564
2015,Stetson,ASun,-19.66,96.6,116.3,65.8,-6.52,101.8,108.4,ASUN,-4.0,-8.0,9.0,22.0,66.6,73.9,-7.29,-6.68,-5.98,-10.24,-16.22,
