Year,Team,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS
2015,Eastern Kentucky,105.391,103.572,0.55,19.0,31.0,53.9,53.5,32.2,35.0,17.9,26.9,21.6,34.8,64.7,54.9,49.9,35.1,39.2,9.9,10.5,60.7,67.3,48.0,40.5,63.373,76.924,79.529,2.268,0.2,78.0,67.5,1.06,0.997,13.61
2015,Morehead St.,104.505,102.714,0.55,15.0,32.0,49.3,49.1,34.7,55.2,20.1,21.2,34.7,28.2,66.1,48.4,48.4,34.0,33.7,9.6,13.1,57.3,55.8,33.7,32.4,65.097,75.874,79.255,2.196,9.231,72.1,70.0,1.039,0.999,13.992
2015,Cal Poly,103.314,102.037,0.536,11.0,27.0,44.1,49.3,31.5,31.3,14.8,17.3,31.9,28.2,59.3,42.5,47.3,31.6,35.6,8.7,9.7,46.0,56.3,33.2,32.2,58.61,76.547,79.688,2.112,4.8,67.1,70.4,0.999,1.016,17.736
2015,Manhattan,102.01,100.969,0.529,19.0,33.0,49.4,48.1,47.4,52.3,21.1,23.9,30.9,33.1,68.2,48.8,48.0,33.6,32.4,7.5,11.5,60.8,59.8,36.6,27.2,67.403,77.275,80.42,1.991,12.059,69.1,69.8,1.007,0.978,10.697
2015,Princeton,107.374,106.329,0.528,15.0,29.0,54.3,49.6,46.1,41.8,18.8,18.5,20.7,26.4,64.9,53.0,47.2,37.3,36.9,8.3,13.5,57.3,47.4,45.4,29.8,64.575,77.371,79.703,1.346,1.713,70.9,71.3,1.047,1.023,11.276
2015,Mercer,105.277,104.334,0.526,17.0,33.0,49.3,48.9,40.2,31.9,17.6,19.2,33.3,32.8,61.4,48.3,46.3,34.2,35.2,7.6,10.3,57.7,56.8,33.2,40.1,60.479,76.538,79.084,1.954,5.517,68.2,65.8,1.055,1.021,11.861
2015,Georgia Southern,100.179,99.289,0.526,19.0,28.0,47.3,46.2,36.2,32.7,18.3,22.0,32.6,32.2,64.3,47.5,45.9,31.4,31.2,9.1,8.9,46.8,49.0,41.5,37.2,63.142,76.537,78.9,2.023,10.825,66.1,67.8,1.013,0.946,10.663
2015,UNC Wilmington,102.576,101.753,0.523,17.0,31.0,47.5,47.9,37.5,47.4,18.0,20.4,31.0,32.4,67.9,46.3,46.9,34.0,33.5,11.8,8.2,44.7,49.8,25.3,30.3,67.321,76.717,80.568,1.986,0.2,68.2,68.5,1.002,1.011,15.284
2015,Canisius,103.384,102.601,0.522,18.0,33.0,46.6,46.9,32.0,40.7,18.4,21.5,34.0,32.3,64.3,46.1,46.1,31.8,32.2,10.1,9.6,61.0,60.2,36.3,37.0,63.234,76.447,79.984,1.382,0.2,72.0,69.0,1.015,0.972,10.459
2015,USC,100.805,100.074,0.521,12.0,32.0,46.8,48.0,33.8,31.2,20.0,19.1,31.5,34.3,68.8,45.8,47.2,32.9,32.9,10.7,8.8,50.3,53.0,27.7,35.3,67.95,78.324,81.402,0.683,59.096,63.4,70.8,0.959,1.016,24.883
2015,Columbia,108.407,107.649,0.52,12.0,27.0,51.6,47.9,28.2,38.2,19.4,16.2,32.0,29.2,60.0,49.7,47.2,35.9,33.1,10.1,12.7,52.3,48.0,45.9,30.1,59.87,77.058,80.326,1.666,0.2,70.8,70.2,1.053,1.034,13.82
2015,Saint Joseph's,100.005,99.319,0.52,13.0,31.0,45.3,48.3,35.2,31.3,19.2,19.0,31.5,30.4,64.1,45.5,46.3,29.9,34.8,11.9,9.2,57.3,57.3,32.8,33.6,63.358,76.816,78.868,1.412,39.481,61.5,66.8,0.948,0.991,19.544
2015,North Florida,107.34,106.769,0.515,20.0,32.0,53.6,47.9,39.7,34.1,18.3,17.9,29.2,31.8,67.7,51.1,48.3,38.1,31.3,9.4,8.5,54.3,46.6,42.1,27.6,66.845,77.605,80.53,1.795,11.873,72.6,67.5,1.094,1.018,13.89
2015,Western Michigan,107.741,107.246,0.513,18.0,32.0,51.3,51.9,42.7,36.7,18.1,18.9,29.8,30.4,65.0,49.9,51.1,35.9,35.4,6.7,8.9,51.3,52.7,35.8,40.6,64.829,77.013,78.765,1.645,8.846,70.9,71.7,1.067,1.066,14.784
2015,Montana,106.666,106.197,0.513,18.0,31.0,53.7,51.3,33.3,43.6,18.0,19.9,27.6,28.7,63.0,52.9,49.4,36.6,36.1,7.5,9.2,56.3,52.3,41.4,38.4,61.851,76.359,79.607,1.636,16.792,71.7,71.8,1.077,1.046,12.1
2015,Quinnipiac,103.372,102.949,0.512,15.0,30.0,44.0,45.2,35.5,33.4,20.4,14.0,42.1,26.5,66.5,43.1,41.9,30.7,35.1,14.0,7.8,58.2,51.2,29.6,30.8,66.059,76.834,80.104,2.029,0.2,77.4,68.8,1.024,0.991,8.77
2015,Santa Clara,106.545,106.144,0.511,12.0,30.0,48.2,51.7,31.1,43.2,17.1,19.1,28.1,34.1,61.3,46.0,49.2,34.6,37.7,5.5,11.4,52.5,59.7,38.1,34.1,60.99,76.02,79.024,1.418,3.373,74.2,70.3,1.018,1.091,22.062
2015,North Dakota St.,102.771,102.489,0.508,21.0,31.0,49.7,48.1,35.7,30.7,16.0,16.5,26.1,23.7,61.7,45.5,45.0,38.2,36.2,10.5,7.4,41.8,50.7,35.6,33.1,60.834,76.631,78.414,1.33,4.013,69.3,74.3,1.032,1.001,13.55
2015,Middle Tennessee,102.388,102.132,0.507,18.0,35.0,47.9,49.9,36.8,42.2,20.3,20.3,31.6,26.1,61.6,44.2,48.0,36.3,35.7,9.2,11.9,50.6,55.0,36.1,32.6,60.808,76.602,79.194,1.544,11.63,70.8,68.4,1.001,0.991,13.941
2015,Virginia Tech,107.321,107.147,0.505,11.0,33.0,51.5,50.8,31.9,33.8,18.1,18.9,26.0,36.6,64.1,47.7,49.6,38.9,35.1,8.6,13.1,50.8,56.7,35.4,38.9,63.616,76.916,79.245,0.903,37.323,64.0,66.9,1.012,1.074,29.977
2015,Louisiana Monroe,100.065,99.974,0.503,20.0,34.0,45.6,44.7,26.1,29.7,18.0,17.2,32.6,29.4,62.6,46.0,44.3,29.9,30.2,10.6,8.5,53.7,51.3,30.3,36.0,61.427,76.897,80.789,2.052,0.2,71.7,72.4,0.979,0.965,11.895
2015,Rider,100.847,100.898,0.499,21.0,33.0,49.4,47.5,35.6,37.7,19.2,21.6,31.1,29.6,64.6,49.0,46.6,33.4,32.7,8.3,7.9,51.0,56.8,33.5,38.4,64.02,77.32,80.397,1.934,7.855,60.3,73.7,0.999,0.976,12.291
2015,Charlotte,108.195,108.364,0.496,14.0,32.0,51.7,50.6,36.9,33.1,19.6,18.4,33.7,31.3,67.3,49.8,48.3,37.6,36.5,6.8,8.2,50.9,52.6,28.8,36.7,66.804,77.663,80.633,1.563,45.69,65.0,70.1,1.064,1.044,16.856
2015,High Point,106.712,106.886,0.495,20.0,30.0,51.9,51.3,34.1,31.5,17.5,19.8,30.6,31.5,63.0,49.3,49.8,38.6,35.8,8.0,7.1,55.1,50.3,30.6,39.0,62.204,76.659,78.898,1.937,17.982,73.8,71.5,1.08,1.047,12.518
2015,Tennessee Martin,108.48,108.705,0.494,19.0,32.0,53.4,50.8,31.4,28.8,18.6,15.4,30.0,25.8,63.0,50.0,49.4,39.4,35.4,5.2,9.4,49.8,53.6,37.4,38.6,61.893,75.229,78.671,2.196,27.965,71.0,70.4,1.079,1.051,13.655
2015,Indiana St.,102.07,102.34,0.492,14.0,30.0,49.4,48.6,42.3,37.6,20.9,20.8,26.4,31.7,65.8,46.6,44.7,35.7,38.6,8.5,10.2,57.2,49.9,39.9,29.8,66.668,76.532,80.205,1.694,22.636,70.1,73.2,0.985,1.01,18.418
2015,Western Kentucky,103.651,103.936,0.492,18.0,30.0,49.6,48.6,38.7,34.1,18.9,18.9,30.4,29.2,67.4,47.2,48.1,35.6,33.1,8.7,9.8,56.9,51.1,37.3,35.2,66.211,76.922,80.35,1.865,28.602,65.7,67.5,1.021,0.998,14.838
2015,Washington St.,109.143,109.456,0.492,13.0,31.0,49.6,52.4,39.7,34.1,17.3,14.1,26.4,30.3,67.6,48.7,50.8,34.2,37.4,7.8,8.6,61.0,48.0,36.6,29.6,67.188,77.834,81.226,1.691,32.92,72.0,69.2,1.031,1.118,26.17
2015,Oakland,110.86,111.297,0.489,14.0,31.0,52.3,53.5,38.1,34.6,18.4,16.1,30.1,30.5,67.0,51.7,52.8,35.5,36.5,4.6,8.8,58.9,57.2,38.5,34.9,66.367,77.0,80.647,1.755,14.947,68.6,71.3,1.074,1.111,21.19
2015,Winthrop,105.075,105.616,0.485,16.0,29.0,50.8,47.0,35.9,38.4,17.7,19.0,29.4,32.3,66.6,49.2,45.9,35.5,32.7,11.0,10.5,47.6,45.9,39.1,33.7,65.609,75.079,78.977,1.644,3.021,72.5,69.8,1.057,1.006,9.48
2015,Chattanooga,104.52,105.173,0.482,20.0,30.0,50.5,48.0,43.8,43.2,19.4,18.7,32.5,32.7,65.3,49.9,46.3,34.4,35.0,16.4,12.3,48.5,44.3,35.8,27.6,64.657,76.981,79.37,1.786,14.625,68.8,68.7,1.058,1.021,12.413
2015,USC Upstate,104.06,104.755,0.481,20.0,32.0,49.5,47.1,30.4,30.3,16.9,20.3,35.2,33.5,64.1,49.2,46.6,33.2,31.9,8.7,8.0,55.8,54.5,40.0,39.8,63.018,76.846,78.971,2.035,0.2,66.0,66.9,1.066,0.985,9.149
2015,NJIT,105.471,106.509,0.472,17.0,29.0,52.3,46.4,39.0,44.1,20.5,19.0,28.8,33.8,66.9,49.8,44.6,37.1,33.1,12.4,10.7,60.2,50.4,42.2,35.1,66.53,74.775,77.864,1.645,0.2,68.9,74.2,1.038,1.026,13.387
2015,Northern Arizona,102.375,103.55,0.467,22.0,37.0,46.1,48.6,36.4,38.4,17.7,16.7,35.3,26.8,65.3,42.9,49.1,34.8,31.7,11.2,9.5,53.1,45.8,33.9,33.1,64.618,76.788,79.465,2.259,3.243,75.4,72.4,1.038,1.029,11.883
2015,Radford,104.593,105.954,0.463,19.0,31.0,50.0,48.4,35.4,36.3,18.1,18.8,34.5,32.7,65.5,50.5,47.8,32.6,33.4,10.9,9.4,49.5,45.5,32.8,28.8,64.639,75.176,78.219,2.443,0.2,68.6,70.3,1.057,1.032,11.362
2015,Colgate,107.629,109.032,0.463,15.0,32.0,56.0,50.7,27.4,35.1,18.8,16.5,23.7,28.4,60.3,53.8,47.8,39.5,37.8,7.5,9.2,54.7,49.7,38.7,32.1,60.567,76.837,79.915,2.509,4.124,69.4,66.7,1.064,1.055,12.143
2015,Houston,102.799,104.242,0.46,13.0,32.0,46.5,49.1,31.5,33.2,20.5,19.9,33.6,33.7,63.8,45.2,48.4,32.0,33.7,10.4,10.1,53.3,55.7,45.1,33.2,63.957,77.923,80.216,1.694,41.392,69.2,66.7,0.993,1.011,16.205
2015,Lehigh,100.548,102.057,0.457,15.0,29.0,49.0,46.8,36.2,31.2,19.9,17.4,29.2,30.4,65.8,47.8,44.0,34.8,33.9,9.1,7.2,58.5,61.9,28.5,40.3,66.289,76.433,80.522,1.316,0.2,72.3,68.6,1.004,0.996,11.091
2015,Rutgers,98.203,100.245,0.441,10.0,32.0,43.6,49.8,32.6,32.0,20.1,18.1,30.5,31.4,64.9,43.3,49.3,29.5,33.7,10.7,8.5,49.9,56.4,29.4,37.6,64.817,77.099,80.977,1.756,63.801,65.3,67.4,0.914,1.035,30.204
2015,Robert Morris,102.849,105.06,0.439,20.0,35.0,50.1,49.3,35.5,37.6,19.8,21.8,31.0,35.9,66.8,47.4,48.3,37.5,34.1,8.1,9.1,50.1,62.2,30.6,36.4,65.357,76.894,79.463,1.491,0.888,70.9,66.0,1.026,1.019,13.725
2015,Fordham,102.734,104.947,0.439,9.0,30.0,46.7,50.2,33.1,41.7,22.2,18.7,33.4,29.5,66.2,47.8,49.6,29.8,34.1,11.5,9.0,54.4,53.6,36.0,36.6,65.257,76.74,79.829,1.064,19.88,72.1,67.4,0.963,1.036,20.321
2015,UT Arlington,103.357,105.615,0.438,15.0,30.0,49.4,47.8,38.1,42.2,20.8,19.6,31.8,32.8,70.1,50.8,47.8,31.3,31.8,9.5,11.3,50.6,53.5,36.6,40.5,69.481,75.894,79.387,1.542,10.878,67.7,71.8,1.009,1.021,14.603
2015,Monmouth,100.016,102.205,0.438,18.0,33.0,47.9,47.2,41.0,37.2,19.9,21.4,30.0,33.6,64.2,46.7,44.3,33.8,34.2,12.5,10.7,51.0,58.0,29.7,42.4,63.275,76.012,79.96,1.784,14.977,72.2,68.7,0.997,0.986,12.615
2015,Florida Gulf Coast,101.482,103.822,0.435,19.0,30.0,48.2,45.3,33.1,34.6,17.7,17.3,34.4,32.1,65.2,47.0,45.8,33.9,29.6,10.6,6.5,56.0,45.3,30.5,35.0,64.202,77.504,80.474,2.107,27.798,66.6,67.9,1.037,0.988,11.398
2015,New Hampshire,100.515,102.875,0.434,17.0,30.0,49.7,46.0,36.1,42.6,18.7,17.1,27.2,23.7,64.0,45.9,45.6,37.4,31.1,6.3,7.0,49.8,40.8,37.1,33.0,63.608,76.22,78.541,1.355,0.222,67.0,69.0,1.004,0.965,9.031
2015,Detroit Mercy,102.998,105.536,0.43,13.0,31.0,49.7,52.0,32.4,48.3,19.3,21.2,29.4,29.8,67.9,46.3,53.0,37.9,33.7,10.3,8.9,53.4,58.6,31.8,40.3,67.336,77.261,79.332,1.59,19.713,69.2,70.1,1.007,1.042,17.144
2015,Southern Illinois,99.895,102.413,0.429,11.0,32.0,45.7,51.4,41.0,40.8,20.8,21.3,31.4,26.2,61.5,44.3,48.2,33.3,38.1,7.1,8.6,40.9,58.2,25.9,35.8,62.199,75.876,78.672,1.186,2.957,69.6,73.0,0.961,1.008,17.557
2015,George Mason,103.175,105.961,0.424,8.0,30.0,45.5,50.0,41.1,44.7,21.9,18.5,35.9,30.4,65.1,44.9,48.4,31.6,35.3,10.7,9.5,44.1,54.9,24.7,36.4,64.427,77.245,81.206,1.537,22.773,66.9,71.3,0.964,1.056,22.386
2015,Missouri,100.904,103.733,0.421,8.0,31.0,45.8,49.3,32.5,43.9,20.2,17.2,29.4,33.3,63.2,44.2,48.0,32.5,34.4,8.2,10.0,49.8,52.2,35.0,35.0,62.026,76.892,81.114,1.236,61.425,66.7,69.9,0.942,1.069,31.567
2015,Milwaukee,102.76,105.714,0.419,12.0,28.0,49.0,51.2,36.2,31.6,20.0,16.5,26.9,29.5,65.5,48.6,48.6,33.2,38.6,7.0,10.8,58.8,47.2,39.4,27.9,64.385,76.912,79.756,1.624,6.472,73.5,72.4,0.994,1.071,17.644
2015,Oral Roberts,106.223,109.291,0.419,17.0,32.0,48.1,51.0,44.5,37.8,17.6,18.6,29.5,31.3,65.6,45.6,48.8,35.8,37.5,9.9,9.4,46.2,46.1,30.4,30.0,65.178,75.692,78.202,1.64,1.968,72.3,71.3,1.035,1.063,13.0
2015,East Tennessee St.,103.448,106.481,0.418,14.0,28.0,49.8,51.3,39.8,42.3,18.7,21.4,29.6,33.0,68.1,45.5,49.5,36.7,35.8,8.3,14.1,52.4,62.4,44.8,44.1,67.299,75.06,77.209,1.925,9.604,72.6,70.4,1.04,1.052,12.114
2015,Northern Illinois,102.118,105.16,0.416,13.0,29.0,47.6,51.8,47.1,40.9,21.7,21.4,36.4,31.1,63.5,47.2,52.5,32.2,33.9,8.6,10.8,45.0,54.6,30.7,43.3,62.16,76.892,80.503,2.032,19.233,67.4,69.9,1.011,1.036,17.11
2015,Dartmouth,100.994,104.066,0.415,14.0,29.0,49.2,49.9,35.7,42.7,20.3,21.2,30.9,28.5,62.9,47.9,47.8,34.6,35.4,11.6,8.4,54.3,55.7,33.1,38.3,62.968,76.155,79.88,1.873,1.816,64.6,68.9,0.998,0.995,11.848
2015,Saint Peter's,99.523,102.59,0.414,16.0,34.0,46.9,45.2,44.0,45.8,19.5,20.9,31.4,30.5,61.3,44.6,44.3,34.3,31.2,9.6,10.2,49.3,52.0,33.2,36.3,60.119,76.234,78.902,2.097,1.921,66.0,73.0,0.983,0.967,10.02
2015,Charleston Southern,105.826,109.13,0.413,16.0,28.0,48.5,52.4,34.9,32.4,17.2,18.9,33.4,28.5,65.9,46.7,50.5,33.7,36.7,6.2,12.9,51.2,51.4,46.7,40.5,65.076,74.658,78.099,2.516,10.923,70.4,71.9,1.066,1.054,13.479
2015,Fresno St.,102.749,105.972,0.412,13.0,30.0,47.1,49.4,38.8,44.3,17.2,20.3,25.9,32.7,63.9,47.2,48.0,31.3,34.8,10.3,9.2,44.9,53.9,33.4,33.4,64.744,76.534,79.532,1.777,37.38,69.3,69.4,0.98,1.035,17.168
2015,Texas A&M Corpus Chris,101.473,104.742,0.41,18.0,32.0,49.2,48.3,51.0,46.1,19.4,20.6,30.3,33.1,63.7,48.7,48.3,33.5,32.2,7.7,7.6,46.6,54.4,30.0,35.8,62.436,75.308,79.214,1.752,0.2,68.8,68.8,1.029,1.015,9.861
2015,Rice,102.442,105.748,0.41,10.0,29.0,51.7,49.9,33.7,40.1,22.1,19.6,26.5,32.2,62.6,47.6,49.0,37.3,34.5,6.2,13.4,58.5,58.0,49.4,32.2,61.701,75.728,79.273,1.529,6.048,74.5,65.8,1.002,1.034,13.463
2015,Denver,105.628,109.165,0.406,12.0,30.0,56.2,52.9,31.2,51.2,19.1,20.4,19.3,29.6,58.2,55.5,51.7,38.0,37.1,5.9,8.5,69.6,48.5,43.0,29.8,57.227,75.994,78.278,1.962,0.2,76.6,71.3,1.055,1.069,12.414
2015,Saint Francis,100.043,103.429,0.405,15.0,31.0,50.1,49.5,34.6,30.1,19.4,20.6,25.7,31.4,63.1,50.3,50.0,33.1,32.4,7.1,9.8,52.0,48.9,41.1,35.3,62.505,74.92,77.753,2.152,2.374,67.2,71.3,0.993,1.004,10.673
2015,American,101.761,105.259,0.404,17.0,33.0,53.4,51.0,34.4,33.0,19.4,21.8,21.3,31.6,57.1,51.8,50.9,37.4,34.2,8.0,10.0,59.7,51.1,38.6,32.6,56.554,75.974,78.504,2.227,0.2,70.5,67.8,1.014,1.012,12.111
2015,Southeast Missouri St.,103.811,107.512,0.401,11.0,28.0,48.9,50.2,36.4,41.8,19.2,19.3,32.2,31.6,66.5,48.1,46.2,33.7,39.2,11.9,7.0,49.8,50.1,33.2,32.0,65.587,76.797,79.486,1.979,12.187,66.3,68.8,1.02,1.042,11.605
2015,Bucknell,105.103,108.952,0.398,18.0,33.0,49.7,49.9,40.3,38.4,17.1,14.5,29.6,25.9,64.0,46.2,47.7,38.1,36.6,7.0,12.0,54.8,46.6,32.8,29.6,64.238,76.145,79.655,1.376,5.858,70.0,74.4,1.051,1.065,13.238
2015,Lafayette,112.053,116.162,0.398,19.0,32.0,55.8,53.5,30.4,27.5,17.1,16.8,27.7,34.5,64.6,52.8,51.5,40.8,38.0,6.9,8.8,58.5,52.0,35.4,37.1,64.502,75.957,79.637,2.091,0.994,76.6,69.9,1.126,1.13,13.069
2015,Western Carolina,102.679,106.533,0.396,13.0,30.0,48.8,50.1,34.6,52.5,20.1,20.7,34.7,33.9,66.5,47.2,48.6,34.8,34.9,13.9,9.7,46.8,55.0,31.6,40.4,65.576,75.329,78.647,1.923,0.855,69.6,71.7,1.027,1.061,13.22
2015,Gardner Webb,107.344,111.533,0.392,16.0,31.0,51.0,53.4,37.7,29.1,17.4,17.1,29.8,31.8,67.8,50.4,51.9,34.6,37.8,4.8,11.2,61.2,49.4,41.8,29.7,67.435,74.543,77.68,2.173,0.2,67.9,68.8,1.064,1.095,15.496
2015,James Madison,105.199,109.38,0.39,19.0,33.0,51.9,50.2,42.2,31.9,20.3,17.9,29.0,31.9,64.2,49.7,48.2,37.2,35.7,6.9,10.8,56.0,56.8,36.9,38.0,64.104,77.521,80.024,1.233,9.667,70.4,70.9,1.042,1.06,12.629
2015,East Carolina,104.015,108.194,0.389,12.0,31.0,48.4,50.9,29.9,34.1,18.0,19.2,28.2,34.7,62.0,45.2,53.0,35.6,31.6,5.5,13.3,59.3,57.0,38.3,36.0,61.296,77.198,79.974,1.495,30.352,68.1,67.7,0.997,1.059,18.915
2015,Pacific,104.224,108.469,0.387,9.0,28.0,46.8,51.9,39.4,43.1,19.8,16.2,34.6,31.3,61.8,44.3,50.7,34.2,36.1,7.2,12.3,51.9,59.8,36.4,36.2,61.266,76.636,80.885,1.29,0.484,64.8,72.5,1.007,1.11,20.729
2015,Air Force,106.914,111.425,0.383,12.0,29.0,53.6,53.0,30.8,35.5,19.2,20.2,29.6,32.6,61.0,53.9,51.5,35.4,36.6,7.0,11.8,63.1,63.7,39.9,44.1,60.997,77.28,79.647,1.619,0.2,65.9,69.0,1.057,1.076,16.13
2015,UC Riverside,98.098,102.25,0.383,12.0,29.0,46.7,49.0,33.7,42.5,20.2,18.7,30.7,28.7,65.0,45.1,44.6,33.0,39.7,9.5,11.0,56.5,53.8,35.8,29.7,65.08,76.001,79.129,2.069,0.2,67.9,71.7,0.967,1.02,16.929
2015,Tulane,99.668,103.897,0.383,14.0,30.0,46.4,49.9,34.7,36.1,19.9,20.3,32.6,29.3,63.6,45.5,49.6,32.0,33.7,5.3,12.6,49.6,50.2,36.2,29.3,63.052,76.696,80.06,1.538,3.381,65.2,66.1,0.968,0.996,15.882
2015,UTSA,106.177,110.692,0.383,12.0,28.0,47.9,52.9,42.1,29.7,18.2,20.3,35.2,31.3,66.1,47.3,51.5,32.7,36.7,6.8,14.4,50.7,54.1,34.7,40.0,65.615,76.606,81.342,1.829,0.392,69.0,72.8,1.048,1.059,11.0
2015,Sacramento St.,108.083,112.752,0.381,19.0,31.0,53.9,53.8,35.5,32.3,16.6,19.6,27.2,33.3,63.3,50.9,54.7,40.8,34.8,6.9,9.9,55.2,59.1,29.3,36.5,62.067,76.679,79.962,2.253,4.329,73.9,71.3,1.107,1.093,10.366
2015,North Texas,100.273,104.641,0.38,12.0,29.0,46.9,49.3,40.0,38.2,20.1,20.4,31.1,33.1,66.5,47.8,48.1,29.9,34.2,9.7,9.2,42.4,51.7,30.1,40.1,65.322,77.186,79.148,2.138,16.801,63.4,67.0,0.962,1.026,14.634
2015,Cornell,95.949,100.167,0.379,12.0,29.0,44.6,45.7,39.3,41.5,19.0,19.3,23.1,30.0,64.2,44.1,43.2,30.3,33.3,14.4,8.9,49.2,55.1,37.1,37.5,64.584,76.426,79.603,2.065,0.2,74.8,68.8,0.938,0.964,13.571
2015,Norfolk St.,104.416,109.055,0.378,18.0,32.0,52.1,48.1,42.7,39.4,20.7,18.0,34.3,30.4,65.4,52.2,46.3,34.5,33.9,15.1,9.5,53.6,54.9,29.9,40.0,64.48,77.21,79.393,1.99,4.01,65.5,66.1,1.044,1.018,13.255
2015,Little Rock,105.034,109.737,0.377,12.0,30.0,47.6,51.0,36.0,40.8,15.6,19.9,28.4,31.2,65.4,45.8,49.1,34.0,36.3,7.6,7.4,51.0,52.2,35.7,36.0,64.06,75.669,78.813,2.249,0.2,70.9,67.7,1.026,1.049,11.004
2015,Duquesne,108.828,113.747,0.376,11.0,30.0,51.2,51.7,32.5,33.8,18.3,16.0,31.7,33.3,67.2,49.5,47.7,36.2,38.5,9.6,8.6,57.6,64.7,37.1,40.1,66.964,76.018,79.901,1.66,9.408,63.3,67.8,1.048,1.112,17.451
2015,Texas St.,93.905,98.373,0.369,11.0,28.0,44.0,47.6,36.5,36.6,19.9,23.1,29.0,31.8,62.9,42.8,48.6,31.1,30.5,6.6,9.4,52.0,51.3,30.9,34.9,61.109,76.431,79.38,2.074,11.392,69.6,73.2,0.93,0.959,12.916
2015,Seattle,98.745,103.456,0.369,16.0,32.0,50.8,47.0,36.4,33.5,22.0,17.3,30.9,28.5,62.0,47.5,45.1,37.8,33.3,4.6,9.0,63.2,63.5,36.0,40.1,61.9,76.64,79.967,2.103,0.2,66.3,72.7,0.988,1.007,8.5
2015,Idaho,107.728,112.9,0.368,11.0,28.0,53.4,53.6,38.6,41.5,17.5,15.4,30.7,27.0,68.2,49.2,53.0,41.0,36.3,5.6,8.0,50.1,51.3,33.6,43.1,67.317,76.095,78.844,1.762,0.2,70.8,69.4,1.101,1.115,9.194
2015,Boston University,106.755,111.933,0.367,12.0,29.0,52.7,53.0,44.9,33.6,19.4,16.3,28.2,28.4,63.6,50.8,50.9,36.8,37.4,5.5,8.9,54.8,62.2,42.4,40.1,64.051,77.343,79.401,1.273,7.218,69.7,71.3,1.058,1.097,12.613
2015,South Dakota,103.202,108.239,0.366,15.0,31.0,47.1,51.0,33.7,35.6,16.7,17.5,31.0,27.0,65.7,44.2,51.1,35.8,33.9,6.5,8.8,47.3,52.5,30.4,35.3,65.268,75.194,78.211,2.252,0.2,73.0,73.4,1.026,1.047,11.408
2015,Texas Southern,104.333,109.709,0.359,22.0,35.0,49.5,49.3,46.8,33.1,19.7,18.7,33.8,34.6,64.6,50.0,48.5,32.2,34.4,7.7,10.4,45.8,47.7,31.2,28.3,63.084,75.808,79.034,2.325,5.896,66.1,65.4,1.036,1.034,18.742
2015,Ohio,102.718,108.161,0.356,10.0,30.0,49.8,49.3,28.9,32.2,18.7,15.4,25.9,30.5,67.2,49.0,46.8,34.0,35.9,10.7,7.9,46.6,45.9,38.0,34.6,66.226,76.689,80.551,1.696,19.483,73.5,73.0,1.002,1.07,14.365
2015,Northern Kentucky,104.642,110.405,0.351,11.0,28.0,51.2,50.6,30.0,45.3,17.8,16.6,28.5,30.0,64.7,51.9,49.2,33.4,35.5,8.3,10.4,47.6,50.8,37.5,35.6,63.448,75.617,77.723,1.716,4.409,66.5,72.9,1.045,1.082,12.352
2015,Maryland Eastern Shore,102.931,108.612,0.35,18.0,33.0,51.7,51.1,47.0,41.1,23.4,21.3,35.5,31.9,65.2,48.9,52.6,38.2,32.4,4.5,9.5,59.4,52.7,33.6,38.9,64.329,76.439,79.119,2.145,0.2,65.6,67.9,1.033,1.027,11.96
2015,Northwestern St.,111.408,117.602,0.349,15.0,28.0,52.9,54.4,35.1,36.9,15.9,19.6,29.8,38.9,74.4,51.6,51.8,36.8,40.1,10.0,8.8,52.3,53.1,36.3,31.1,72.448,74.539,77.654,1.558,0.2,75.1,69.4,1.124,1.137,14.792
2015,Drexel,100.14,105.939,0.344,11.0,29.0,45.0,50.1,33.1,35.7,17.0,18.5,27.5,31.2,61.7,42.6,49.0,33.0,35.1,9.7,10.3,52.3,52.1,34.7,30.6,60.587,77.459,79.768,1.215,12.19,74.3,67.5,0.966,1.044,12.6
2015,Holy Cross,101.558,107.458,0.343,13.0,29.0,47.2,53.2,34.9,41.3,17.0,21.6,29.6,29.7,63.2,45.4,51.7,33.7,37.5,13.8,9.3,48.2,58.4,33.7,31.6,63.341,76.252,79.631,1.989,1.925,71.6,71.5,1.009,1.047,10.912
2015,Mount St. Mary's,98.268,104.137,0.339,15.0,30.0,47.2,49.6,30.4,35.6,19.0,21.3,30.6,32.4,63.1,45.5,48.5,33.0,34.8,10.1,8.6,51.7,48.7,42.0,29.5,62.204,76.088,81.323,1.369,2.213,68.2,67.6,0.979,1.006,13.494
2015,Miami OH,101.122,107.223,0.338,12.0,31.0,49.4,53.1,38.7,42.5,19.4,20.6,25.9,29.6,65.7,48.3,53.7,34.4,34.9,6.4,8.5,51.3,52.7,32.5,40.5,64.743,75.693,78.898,1.745,13.88,70.9,69.4,0.993,1.054,15.046
