Year,Team,Conf_x,AdjEM,AdjO,AdjD,AdjT,SOSEM,SOSO,SOSD,BPI(O),BPI(D),Conf_y,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS,Adj OE,Adj DE,Barthag,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Talent,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,PASE
2017,Detroit Mercy,Horz,-12.21,102.3,114.5,72.6,-1.37,103.7,105.1,-0.8,-6.2,Horizon,8.0,23.0,77.0,84.8,-7.84,-1.62,2.23,-12.95,-10.72,103.035,114.448,0.23,7.0,30.0,50.9,56.9,38.1,48.4,19.5,19.4,26.9,31.4,74.5,48.4,57.3,37.0,37.6,6.9,10.4,47.9,52.2,35.9,37.3,72.469,76.59,80.025,1.57,6.221,66.7,69.8,1.013,1.134,13.37,0.2692307692307692
2017,Pepperdine,WCC,-12.26,102.0,114.2,68.5,+1.03,105.6,104.6,-2.7,-5.7,WCC,9.0,22.0,69.0,80.3,-11.29,1.87,-2.88,-7.11,-10.0,102.38,114.031,0.225,8.0,30.0,49.4,56.8,29.5,28.9,18.0,15.7,26.1,29.2,69.5,46.9,53.1,37.5,42.0,6.6,8.9,51.9,56.7,26.4,37.1,68.854,76.197,79.704,1.869,12.828,64.1,70.0,0.985,1.156,19.75,-0.2582417582417582
2017,Incarnate Word,Slnd,-12.61,101.7,114.3,71.8,-5.24,101.2,106.5,-2.9,-6.6,Southland,12.0,17.0,76.3,80.0,-3.72,-5.62,-0.6,-11.55,-12.14,101.599,114.416,0.203,8.0,25.0,51.4,51.5,43.6,38.9,18.6,16.6,22.2,32.4,73.4,48.2,51.8,37.8,33.7,9.5,11.4,49.3,46.9,37.6,26.1,71.7,76.174,78.903,1.513,0.2,69.6,73.2,1.013,1.102,10.14,
2017,Dartmouth,Ivy,-12.89,99.2,112.1,67.4,-3.06,102.4,105.4,-3.5,-3.6,Ivy,7.0,20.0,67.1,74.8,-7.7,-3.45,-6.12,-5.03,-11.15,99.717,112.212,0.205,7.0,27.0,49.9,53.3,33.8,30.7,21.7,15.8,27.7,27.0,68.2,48.1,53.7,35.2,35.1,4.6,14.1,47.5,43.8,38.6,35.7,67.35,76.231,78.952,1.553,8.064,70.9,70.9,0.98,1.092,13.627,
2017,Cal Poly,BW,-12.93,100.1,113.0,65.3,-4.19,100.7,104.9,-3.1,-5.6,Big West,11.0,20.0,67.2,72.3,-5.16,-4.22,-7.03,-3.67,-10.71,101.317,111.405,0.251,9.0,29.0,47.3,52.6,29.4,41.1,16.1,17.7,25.6,30.3,66.7,45.1,50.0,33.5,39.8,8.9,9.4,42.8,51.3,42.2,27.1,65.056,75.313,80.019,1.988,4.801,70.3,72.2,0.993,1.09,11.8,0.9871794871794872
2017,American,Pat,-12.94,95.2,108.1,64.3,-4.21,101.6,105.8,-6.0,-2.0,Patriot,8.0,22.0,61.5,68.3,-6.8,-3.5,-11.49,1.19,-10.3,96.512,108.677,0.203,9.0,30.0,50.9,52.5,31.3,40.2,19.6,20.0,20.9,28.1,65.3,52.1,51.5,32.5,36.5,6.9,7.8,50.0,53.4,34.7,30.9,64.756,76.623,80.085,1.296,3.793,62.2,70.2,0.954,1.045,13.337,-0.1196581196581196
2017,Central Arkansas,Slnd,-13.47,104.0,117.5,71.1,-3.28,103.1,106.3,-1.8,-7.7,Southland,8.0,24.0,74.8,84.1,-9.28,-3.76,0.6,-13.64,-13.04,103.721,118.217,0.182,8.0,32.0,49.8,55.1,35.9,32.0,19.1,15.7,28.8,31.7,72.2,46.7,52.2,37.5,39.2,7.4,7.4,55.6,63.2,32.1,43.9,71.087,76.411,79.023,1.854,0.2,71.8,69.5,1.025,1.152,15.334,
2017,Charleston Southern,BSth,-13.49,103.2,116.7,68.2,-5.98,101.0,107.0,-1.1,-5.2,Big South,12.0,19.0,74.3,75.6,-1.26,-6.21,-2.91,-9.37,-12.28,103.168,117.053,0.19,9.0,28.0,48.7,54.3,35.0,41.6,16.2,16.8,27.4,27.4,69.2,48.0,53.2,33.3,37.3,7.9,10.2,40.5,53.8,35.6,37.8,68.498,75.706,78.497,1.497,9.921,67.7,73.9,1.026,1.113,13.266,-0.1121794871794871
2017,Hampton,MEAC,-13.54,93.4,106.9,68.6,-10.05,99.1,109.1,-7.6,-1.1,MEAC,14.0,17.0,69.3,71.6,-2.26,-9.92,-9.67,-3.56,-13.23,92.872,107.35,0.159,12.0,29.0,46.1,49.6,33.4,42.7,19.6,19.9,30.6,29.3,70.5,45.0,47.5,32.2,35.6,10.2,8.5,48.8,44.7,33.7,34.9,68.131,76.019,79.459,1.26,5.04,72.3,68.9,0.967,1.014,8.802,0.3512820512820513
2017,UC Riverside,BW,-13.63,92.3,105.9,67.9,-4.78,101.4,106.2,-7.1,-0.2,Big West,8.0,21.0,65.3,69.5,-4.17,-3.87,-10.47,-0.92,-11.39,93.967,105.657,0.206,6.0,27.0,45.7,49.8,30.0,34.1,19.9,19.1,26.0,29.9,69.0,44.9,47.9,31.6,35.1,8.4,8.0,49.1,57.8,32.9,39.4,67.665,77.086,80.534,1.968,11.307,70.1,72.3,0.919,1.027,11.838,
2017,Marist,MAAC,-13.63,100.7,114.3,66.9,-1.94,104.2,106.1,-2.3,-5.8,MAAC,8.0,24.0,69.5,79.1,-9.59,-2.74,-5.32,-7.01,-12.33,101.729,113.368,0.223,8.0,32.0,49.9,52.6,37.9,37.0,18.4,15.7,21.6,32.9,69.0,49.9,50.5,33.3,37.7,6.7,9.8,47.0,53.9,42.1,34.7,67.198,76.376,78.813,1.464,0.2,72.5,73.8,0.998,1.135,13.726,-0.1282051282051281
2017,Prairie View A&M,SWAC,-13.64,98.0,111.6,67.6,-8.65,99.4,108.1,-5.1,-3.1,SWAC,13.0,20.0,69.0,73.3,-4.33,-8.48,-7.12,-7.42,-14.54,97.959,111.972,0.177,11.0,31.0,48.6,52.9,35.4,49.5,18.8,21.7,24.7,35.0,68.4,46.4,52.2,34.9,36.2,10.2,11.4,50.9,53.1,37.2,34.1,68.333,74.986,77.741,2.424,3.441,69.9,69.3,0.985,1.073,14.967,-0.0128205128205128
2017,Binghamton,AE,-13.77,96.3,110.0,65.9,-5.33,102.2,107.5,-4.1,-3.1,Am. East,12.0,20.0,68.0,70.9,-2.97,-5.79,-10.21,-1.78,-11.99,95.654,110.224,0.164,9.0,29.0,48.8,52.2,30.8,32.2,18.6,17.1,23.5,28.2,66.8,47.1,51.3,34.4,35.7,6.8,9.5,50.4,54.5,39.0,37.1,65.815,75.631,79.407,1.643,2.92,69.3,68.5,0.971,1.064,10.812,-0.1025641025641025
2017,Nicholls St.,Slnd,-13.77,100.4,114.2,69.4,-3.88,103.0,106.9,-4.9,-4.8,Southland,14.0,17.0,74.7,79.5,-4.77,-5.23,-3.31,-11.26,-14.57,101.313,113.118,0.22,10.0,27.0,49.5,55.6,35.8,33.5,20.4,20.4,26.8,37.6,71.6,49.0,51.7,33.5,41.7,15.1,12.3,55.4,59.1,44.3,35.6,69.664,75.826,79.255,2.624,0.256,73.8,68.9,1.003,1.131,13.219,-0.1282051282051281
2017,McNeese St.,Slnd,-14.01,96.3,110.3,69.9,-3.42,103.2,106.6,-6.2,-5.5,Southland,7.0,22.0,70.4,79.0,-8.59,-4.12,-6.45,-7.83,-14.28,96.492,110.913,0.168,5.0,26.0,47.5,50.6,34.4,39.1,19.8,17.9,25.4,36.2,72.0,46.2,49.7,33.4,35.1,7.6,8.4,42.0,53.5,34.9,31.5,70.209,76.081,79.111,1.57,0.2,69.0,70.8,0.953,1.094,13.93,-0.22008547008547
2017,SIU Edwardsville,OVC,-14.15,95.0,109.2,69.2,-3.04,104.2,107.2,-7.5,-3.0,OVC,6.0,24.0,68.1,76.1,-7.93,-3.29,-6.85,-5.4,-12.25,95.571,109.522,0.173,5.0,28.0,45.0,52.7,45.7,44.9,20.3,18.3,31.6,28.5,70.9,45.5,54.0,29.2,33.2,6.9,9.1,44.7,56.3,28.8,31.7,69.501,76.653,78.606,1.593,0.269,67.8,73.2,0.956,1.081,12.085,
2017,Stetson,ASun,-14.45,100.9,115.4,72.4,-5.23,102.8,108.0,-2.2,-6.2,ASUN,11.0,21.0,77.2,82.9,-5.72,-5.45,-0.78,-13.43,-14.21,100.154,114.959,0.17,8.0,29.0,49.9,52.9,32.6,32.2,14.9,15.1,21.1,33.0,74.5,49.9,52.6,33.4,35.6,4.6,10.7,47.0,51.1,38.3,35.7,72.492,75.387,78.933,1.705,0.235,66.2,69.2,1.013,1.13,11.019,
2017,North Texas,CUSA,-14.52,96.3,110.8,70.2,-4.66,101.5,106.2,-5.9,-3.0,CUSA,8.0,22.0,69.2,75.3,-6.1,-3.32,-4.96,-6.18,-11.14,96.78,110.425,0.18,6.0,28.0,47.4,50.4,34.9,35.0,18.4,17.8,26.5,31.2,71.0,47.3,49.6,31.7,34.6,7.7,9.4,45.5,52.9,33.4,37.4,69.828,77.2,80.296,1.733,16.892,64.4,75.0,0.96,1.07,10.491,0.1121794871794872
2017,Team,Conf,AdjEM,AdjO,AdjD,AdjT,AdjEM,OppO,OppD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Maryland Eastern Shore,MEAC,-14.83,97.8,112.7,68.5,-7.48,100.7,108.2,-4.4,-5.2,MEAC,14.0,20.0,71.3,76.0,-4.68,-7.61,-5.28,-8.49,-13.77,97.301,113.377,0.147,12.0,32.0,48.4,52.8,32.5,40.9,18.0,19.3,27.1,33.7,69.2,46.5,52.2,34.4,35.9,7.3,9.6,53.0,56.5,37.9,38.8,68.487,76.302,78.758,2.07,2.435,68.1,70.3,1.0,1.09,14.53,
2017,Western Carolina,SC,-15.11,90.0,105.1,66.8,+1.01,106.6,105.6,-10.6,-0.7,Southern,9.0,23.0,61.4,73.3,-11.94,-0.7,-15.01,-0.29,-15.3,90.033,104.329,0.155,7.0,30.0,43.1,52.9,27.7,46.6,23.2,19.1,31.5,29.0,69.0,41.9,52.1,30.4,36.0,7.0,10.4,50.2,59.4,31.8,41.1,67.103,76.92,79.188,1.214,1.024,65.9,69.9,0.866,1.078,18.647,-0.0128205128205128
2017,Northern Arizona,BSky,-15.28,95.1,110.4,69.2,-6.17,101.9,108.1,-6.0,-5.1,Big Sky,9.0,23.0,69.3,76.1,-6.84,-5.95,-7.81,-6.1,-13.92,95.37,110.28,0.158,8.0,31.0,46.7,52.9,33.2,32.8,20.4,16.7,31.3,26.9,70.8,46.1,54.2,31.7,33.9,5.2,8.6,57.6,52.5,39.4,39.2,69.561,76.524,79.369,1.418,0.2,68.1,69.3,0.964,1.076,7.907,-0.1025641025641025
2017,Morgan St.,MEAC,-15.47,91.2,106.6,67.7,-12.66,98.1,110.7,-8.8,-1.7,MEAC,14.0,16.0,67.5,70.7,-3.2,-11.2,-11.85,-3.18,-15.03,92.15,105.806,0.169,13.0,29.0,42.5,48.9,37.8,41.5,19.8,20.1,34.8,31.2,69.9,42.0,51.7,29.2,28.9,8.7,9.2,46.4,56.0,30.3,33.0,67.828,77.052,80.024,1.473,0.2,71.4,65.6,0.948,1.003,6.576,-0.1025641025641025
2017,Southern Miss,CUSA,-15.52,93.0,108.5,65.5,-3.41,102.3,105.7,-8.5,-2.4,CUSA,9.0,22.0,63.0,72.2,-9.26,-2.78,-12.1,-1.3,-13.4,92.803,109.584,0.129,7.0,29.0,45.0,52.2,29.3,33.9,18.1,16.6,22.3,25.8,67.3,45.4,49.4,29.6,37.4,6.1,11.6,54.6,60.4,38.7,43.0,65.561,76.024,79.284,2.063,0.486,71.0,69.9,0.91,1.067,12.599,-0.4893162393162393
2017,Southern,SWAC,-15.70,97.9,113.6,68.5,-12.49,96.7,109.2,-4.5,-4.6,SWAC,15.0,18.0,71.5,72.8,-1.24,-11.68,-6.22,-8.26,-14.48,97.692,115.223,0.13,13.0,30.0,47.8,48.4,42.8,37.8,19.8,17.2,34.2,33.7,69.4,47.6,48.3,32.1,32.4,8.8,10.1,45.4,44.1,27.1,33.1,68.446,76.456,79.425,2.3,0.751,69.6,67.3,1.014,1.054,8.35,0.0496794871794872
2017,Grambling St.,SWAC,-16.24,96.5,112.7,67.1,-12.33,97.5,109.9,-6.3,-4.0,SWAC,16.0,17.0,71.5,73.1,-1.55,-11.89,-9.37,-7.92,-17.29,95.781,113.545,0.124,13.0,30.0,46.8,55.5,38.1,42.2,20.2,24.3,32.0,35.0,68.3,46.6,54.8,31.5,37.8,6.9,8.7,44.6,56.4,29.6,37.0,67.146,75.616,78.172,2.121,2.361,65.9,69.0,0.985,1.062,8.306,
2017,VMI,SC,-16.27,97.6,113.8,69.1,-0.28,105.6,105.8,-5.1,-5.3,Southern,6.0,24.0,68.6,78.2,-9.63,-1.8,-6.11,-7.8,-13.91,97.525,113.249,0.152,4.0,28.0,48.1,56.7,29.5,39.7,18.9,17.9,26.6,32.3,70.0,48.2,54.2,32.0,40.7,10.3,7.7,48.1,55.1,44.5,36.7,68.783,75.406,78.251,1.81,2.652,69.2,67.0,0.973,1.146,17.173,
2017,Jackson St.,SWAC,-16.36,92.8,109.1,64.3,-11.84,98.1,109.9,-7.5,-2.0,SWAC,14.0,18.0,64.6,66.9,-2.34,-11.55,-13.8,-1.61,-15.42,93.219,109.381,0.137,12.0,29.0,44.2,49.6,33.7,48.4,18.5,19.8,34.0,28.7,65.7,44.0,49.6,29.8,33.1,7.8,8.5,47.0,54.0,38.8,35.0,64.266,75.959,79.478,2.296,1.877,67.6,70.9,0.967,1.026,8.047,-0.0128205128205127
2017,Lafayette,Pat,-16.79,96.6,113.3,69.3,-3.76,100.9,104.7,-5.2,-5.7,Patriot,9.0,21.0,66.5,76.1,-9.57,-3.5,-6.63,-8.04,-14.68,96.086,112.679,0.138,8.0,29.0,49.1,54.5,29.4,30.4,20.7,18.2,20.0,29.1,69.7,49.2,52.2,32.6,38.4,8.4,6.5,53.6,55.8,39.9,43.6,69.682,77.169,79.528,1.2,0.271,71.1,67.6,0.931,1.091,12.214,-0.1025641025641025
2017,UC Santa Barbara,BW,-17.84,91.3,109.2,64.1,-2.90,102.4,105.3,-7.0,-2.4,Big West,6.0,22.0,60.8,71.0,-10.21,-2.0,-13.33,-0.16,-13.49,92.986,107.011,0.166,5.0,27.0,42.1,52.5,28.8,32.3,18.3,17.6,30.8,29.6,66.3,41.7,53.2,28.5,34.4,6.7,8.0,53.9,63.5,32.2,44.2,64.714,76.562,79.8,1.301,5.773,63.3,69.6,0.904,1.076,15.689,-0.1712454212454212
2017,Idaho St.,BSky,-17.91,97.9,115.8,68.9,-2.67,104.3,107.0,-4.3,-6.5,Big Sky,5.0,26.0,69.8,80.2,-10.39,-3.37,-6.07,-9.04,-15.1,98.427,115.081,0.142,4.0,30.0,50.2,56.5,38.1,34.2,19.3,18.2,22.0,32.4,70.6,48.2,54.3,35.6,39.9,6.6,9.5,41.8,51.7,38.4,40.2,68.953,76.231,80.75,1.594,0.2,67.9,71.8,0.978,1.142,13.776,-0.0128205128205128
2017,Southern Utah,BSky,-18.33,101.3,119.7,71.4,-5.16,102.2,107.4,-2.0,-8.5,Big Sky,6.0,27.0,77.5,85.3,-7.73,-5.39,-0.46,-15.13,-15.58,101.568,119.373,0.135,4.0,31.0,47.7,56.6,40.3,51.3,18.4,16.7,29.4,29.4,73.1,43.0,54.2,36.3,40.2,9.3,12.5,47.0,55.4,41.0,38.7,71.304,76.854,80.664,1.83,3.01,74.2,71.3,1.026,1.163,8.409,-0.1538461538461538
2017,Hartford,AE,-18.41,92.5,110.9,68.5,-5.68,101.9,107.6,,,,9.0,23.0,66.8,77.0,-10.28,-5.56,-8.42,-7.43,-15.85,93.207,110.763,0.121,9.0,32.0,47.5,51.9,32.6,34.9,20.4,18.4,24.7,34.3,70.0,45.0,48.7,33.9,38.9,9.2,11.1,50.3,58.5,42.8,33.4,68.933,75.959,80.047,1.508,0.2,69.9,69.6,0.943,1.088,10.223,-0.0128205128205128
2017,Chicago St.,WAC,-18.60,92.3,110.9,67.1,+2.04,104.9,102.9,-8.5,-5.8,WAC,6.0,26.0,65.3,78.5,-13.19,-0.19,-10.57,-6.11,-16.67,92.214,111.529,0.101,3.0,29.0,42.4,55.0,27.8,35.5,19.6,18.3,26.1,31.1,69.5,40.7,55.7,30.4,36.1,6.4,10.5,45.8,66.6,35.5,45.5,67.304,76.013,78.698,1.951,3.592,70.9,70.3,0.884,1.117,18.854,
2017,South Carolina St.,MEAC,-19.47,99.0,118.5,68.3,-6.44,100.6,107.1,-4.9,-9.2,MEAC,11.0,20.0,69.9,80.2,-10.29,-6.61,-6.83,-11.54,-18.37,99.041,119.514,0.103,9.0,29.0,47.4,54.3,30.4,39.1,18.0,17.6,28.1,35.8,69.3,47.1,55.7,32.0,34.4,5.5,9.3,47.3,50.2,31.2,34.7,68.053,75.831,79.054,1.718,0.2,69.8,71.8,0.979,1.147,18.678,-0.0666666666666666
2017,Maine,AE,-19.62,91.1,110.7,68.0,-3.76,103.4,107.2,-7.8,-3.5,Am. East,7.0,25.0,64.7,75.0,-10.34,-4.01,-10.77,-5.56,-16.33,91.611,110.222,0.107,6.0,31.0,45.5,53.0,29.6,33.5,19.1,16.6,26.9,28.8,69.0,44.8,52.2,31.2,36.4,5.0,9.5,50.2,51.8,35.5,34.5,68.242,75.682,79.132,1.097,2.292,65.1,72.3,0.922,1.101,14.601,
2017,Howard,MEAC,-19.79,90.4,110.2,68.1,-7.93,100.6,108.5,-9.5,-3.3,MEAC,10.0,24.0,63.6,71.6,-7.94,-7.97,-12.99,-3.97,-16.97,91.3,110.921,0.096,7.0,32.0,43.5,50.2,42.3,36.3,21.3,17.6,32.4,32.7,68.5,43.5,47.6,29.0,36.5,9.3,8.4,41.9,58.0,31.5,37.0,67.452,77.719,79.656,2.241,5.992,65.0,70.0,0.925,1.069,13.797,-0.0128205128205128
2017,Delaware St.,MEAC,-20.10,94.2,114.3,65.8,-9.05,100.4,109.5,-6.4,-5.7,MEAC,10.0,22.0,68.3,75.0,-6.66,-9.37,-11.85,-6.95,-18.81,94.828,114.211,0.105,8.0,30.0,47.8,52.3,30.1,39.1,19.6,20.3,28.5,37.2,67.8,44.7,52.6,35.1,34.7,8.2,9.6,54.8,59.8,39.2,43.2,65.903,76.151,79.359,1.665,0.2,66.3,72.8,0.967,1.105,11.109,-0.0128205128205128
2017,Bethune Cookman,MEAC,-20.45,95.0,115.4,68.3,-11.77,98.5,110.3,-6.8,-7.0,MEAC,10.0,22.0,71.1,77.8,-6.72,-11.21,-7.91,-11.54,-19.44,96.207,114.664,0.117,8.0,30.0,46.8,53.1,28.2,40.0,17.7,19.6,31.1,35.6,69.8,45.9,54.7,32.3,33.6,7.4,9.7,53.0,59.8,35.1,36.1,68.184,76.665,78.542,1.7,0.2,66.1,67.1,0.984,1.1,7.323,
2017,Central Connecticut,NEC,-20.99,93.0,113.9,64.9,-8.26,99.3,107.6,-7.8,-5.5,NEC,6.0,23.0,63.0,72.8,-9.83,-7.68,-12.65,-4.86,-17.51,93.538,113.899,0.094,6.0,29.0,46.7,54.0,33.3,34.6,21.2,20.2,31.5,32.5,66.5,44.6,52.2,35.1,38.0,6.9,9.5,50.4,55.3,26.0,38.3,65.16,76.133,79.062,1.716,0.2,62.0,68.6,0.94,1.086,7.71,-0.0897435897435897
2017,Alabama St.,SWAC,-21.65,91.1,112.8,68.4,-9.97,99.0,109.0,-7.7,-4.1,SWAC,8.0,23.0,65.9,74.4,-8.48,-10.75,-11.41,-8.34,-19.75,91.159,114.833,0.066,7.0,30.0,44.3,50.3,34.6,42.6,22.0,18.0,34.5,31.8,69.5,44.4,49.7,29.4,34.5,7.7,8.0,41.0,49.7,36.5,31.9,68.645,76.505,78.772,2.026,3.221,63.4,67.9,0.928,1.056,8.716,-0.0128205128205128
2017,Coppin St.,MEAC,-21.99,93.6,115.6,68.8,-7.35,100.5,107.9,-9.1,-7.8,MEAC,8.0,24.0,66.2,78.8,-12.56,-8.01,-11.46,-10.05,-21.51,92.442,117.237,0.061,7.0,30.0,43.9,54.4,40.0,40.0,19.1,18.9,28.0,33.1,70.4,41.7,55.0,31.7,35.6,6.7,10.0,46.4,54.2,37.8,40.2,68.609,76.63,79.223,2.094,0.2,63.7,69.1,0.923,1.114,12.077,0.2307692307692308
2017,Mississippi Valley St.,SWAC,-22.54,95.8,118.3,71.3,-6.99,100.3,107.3,-6.0,-7.7,SWAC,7.0,25.0,69.8,83.3,-13.44,-7.11,-5.5,-15.05,-20.54,95.636,119.38,0.072,7.0,32.0,46.6,56.4,33.5,37.8,19.7,19.5,30.4,33.9,72.1,44.9,56.0,34.3,38.1,5.2,8.2,45.7,55.6,26.2,39.3,71.083,75.047,76.978,2.246,0.45,65.0,70.5,0.958,1.143,16.752,-0.0352564102564102
2017,Florida A&M,MEAC,-22.61,93.6,116.2,69.3,-13.29,97.6,110.8,-8.7,-6.2,MEAC,7.0,23.0,71.8,78.8,-7.07,-11.85,-8.27,-12.62,-20.88,93.131,117.333,0.066,5.0,28.0,46.5,53.2,37.6,33.9,18.5,18.9,26.3,34.7,71.2,44.7,52.5,33.9,36.1,9.1,6.9,49.7,52.4,29.7,41.2,69.782,76.055,79.141,1.613,0.2,65.8,68.4,0.967,1.092,6.949,0.4871794871794872
2017,Longwood,BSth,-25.15,92.2,117.3,70.5,-5.80,101.5,107.3,-7.2,-7.8,Big South,6.0,24.0,67.3,80.3,-13.0,-6.16,-8.84,-12.39,-21.23,92.092,118.189,0.054,4.0,28.0,49.3,55.1,29.0,32.2,21.9,17.4,21.5,34.1,70.9,49.6,52.5,32.5,40.0,10.2,6.9,43.5,47.9,34.6,34.0,70.484,76.45,78.592,1.655,0.2,72.9,69.8,0.93,1.142,10.967,-0.1538461538461538
2017,Arkansas Pine Bluff,SWAC,-25.28,85.7,111.0,67.6,-9.35,100.4,109.7,-12.6,-2.9,SWAC,7.0,25.0,61.8,72.5,-10.72,-10.28,-17.08,-5.73,-22.81,84.906,111.532,0.042,6.0,30.0,46.0,52.2,32.8,58.5,25.9,23.5,29.9,35.4,68.7,42.9,54.3,34.4,32.6,8.9,8.8,47.0,59.4,35.4,39.3,67.612,77.178,79.696,2.119,0.2,64.9,70.6,0.876,1.056,8.757,0.9871794871794872
2017,North Carolina A&T,MEAC,-27.71,95.4,123.1,62.8,-9.40,98.7,108.1,-7.4,-10.2,MEAC,3.0,29.0,64.3,76.1,-11.84,-9.61,-13.05,-10.02,-23.07,96.116,124.51,0.048,1.0,30.0,47.6,53.1,33.4,38.9,21.7,14.3,31.8,32.9,64.7,47.3,50.1,32.2,38.3,6.0,11.4,47.6,64.1,35.2,42.0,63.191,76.204,79.223,1.813,0.679,67.8,71.9,0.966,1.169,8.79,0.0970695970695971
2017,Presbyterian,BSth,-29.20,88.9,118.1,64.1,-4.36,102.8,107.1,-9.9,-7.4,Big South,5.0,25.0,61.2,74.8,-13.63,-5.95,-17.33,-6.3,-23.63,88.309,119.149,0.031,3.0,28.0,45.5,56.1,27.7,36.7,23.3,16.9,29.0,31.9,65.3,43.2,53.3,33.6,39.6,7.5,10.6,53.1,57.7,32.3,45.7,63.945,75.714,78.939,1.568,0.2,67.4,71.6,0.893,1.162,10.707,
2017,Alabama A&M,SWAC,-30.34,91.4,121.8,64.3,-10.15,98.7,108.9,-8.6,-10.6,SWAC,2.0,27.0,61.9,77.8,-15.9,-11.09,-15.57,-11.42,-26.99,91.501,124.317,0.029,2.0,29.0,44.3,53.7,39.5,33.7,19.8,14.0,29.3,36.2,65.6,45.6,53.2,27.5,36.3,4.5,9.6,52.4,51.0,29.1,34.0,64.372,74.377,78.861,1.9,0.2,66.5,68.1,0.931,1.17,6.746,
2018,Villanova,BE,+33.76,127.8,94.0,68.7,+11.31,111.3,100.0,15.5,7.3,Big East,36.0,4.0,86.6,70.2,16.4,10.24,17.8,8.84,26.64,128.73,94.422,0.972,36.0,40.0,59.5,48.5,29.4,26.7,15.0,18.2,29.6,27.1,70.0,59.0,49.0,40.1,31.7,10.5,8.2,53.7,51.8,47.5,35.7,68.398,77.329,79.488,1.313,80.592,77.9,74.7,1.226,0.994,34.644,0.2202564102564102
2018,Virginia,ACC,+29.53,115.2,85.6,59.4,+9.24,110.0,100.7,7.0,13.2,ACC,31.0,3.0,67.1,54.0,13.15,9.05,-1.75,23.95,22.2,115.022,87.142,0.961,31.0,34.0,52.7,44.3,24.5,26.2,14.0,20.9,27.0,25.6,60.6,50.1,42.8,38.3,31.0,12.3,7.3,54.0,47.6,35.0,40.8,59.27,77.508,80.13,1.72,71.072,75.4,73.2,1.105,0.889,29.828,-0.4447496947496948
2018,Duke,ACC,+28.86,122.4,93.6,69.7,+10.60,110.4,99.8,12.4,7.5,ACC,29.0,8.0,84.4,69.6,14.73,9.7,16.41,8.02,24.43,122.684,93.326,0.959,29.0,37.0,55.9,46.4,34.6,22.3,17.5,17.3,38.8,30.0,70.6,56.0,45.4,37.2,32.0,12.4,6.7,57.6,56.1,36.3,36.8,69.726,79.097,82.429,0.688,92.943,71.0,72.8,1.187,0.98,31.76,0.24012474012474
2018,Cincinnati,Amer,+26.60,113.4,86.8,64.5,+3.46,106.9,103.4,6.3,12.2,American,31.0,5.0,74.3,57.5,16.72,3.53,3.05,17.2,20.25,112.11,87.872,0.943,31.0,36.0,51.2,43.3,36.0,26.8,17.0,21.6,38.5,28.2,66.1,50.2,41.4,35.3,30.9,15.8,7.8,60.4,48.8,35.3,37.8,64.976,77.445,80.66,1.731,63.963,69.2,68.4,1.124,0.871,21.956,-0.2798216276477145
2018,Purdue,B10,+26.27,122.7,96.4,67.2,+9.02,109.1,100.1,12.0,7.0,Big Ten,30.0,7.0,80.4,65.7,14.68,8.74,12.91,10.5,23.41,123.556,96.064,0.948,30.0,37.0,57.7,47.0,35.6,24.2,15.8,17.7,28.0,28.0,68.0,54.1,45.5,42.0,33.2,12.5,7.5,57.9,48.8,40.1,34.4,67.517,77.695,82.87,2.106,59.458,74.3,68.9,1.178,0.963,31.145,-0.4294871794871794
2018,Michigan St.,B10,+25.41,119.2,93.8,67.0,+6.64,108.6,101.9,10.1,7.7,Big Ten,30.0,5.0,80.2,64.9,15.31,7.1,10.72,11.69,22.41,119.184,94.66,0.934,30.0,35.0,56.9,42.7,35.9,30.7,19.2,14.6,37.0,26.6,68.0,55.2,38.4,40.1,33.7,18.4,6.9,67.3,54.1,36.3,35.5,66.834,77.332,80.792,1.323,84.499,74.6,72.8,1.175,0.95,27.218,0.3996394230769231
2018,Michigan,B10,+24.20,114.7,90.5,64.9,+10.32,111.4,101.1,6.5,8.5,Big Ten,33.0,8.0,73.6,63.3,10.32,9.41,4.22,14.81,19.03,114.748,90.715,0.937,32.0,40.0,53.9,47.7,30.7,30.0,14.0,19.5,25.5,24.9,65.6,54.7,46.8,35.2,33.2,7.9,10.0,53.4,43.6,43.1,30.2,64.682,77.771,81.526,1.626,56.368,66.0,72.1,1.101,0.955,34.066,0.5752508361204015
2018,North Carolina,ACC,+23.59,120.3,96.7,71.2,+13.26,111.6,98.3,10.3,5.8,ACC,26.0,11.0,81.6,73.3,8.3,11.78,15.41,4.66,20.07,120.963,97.399,0.924,26.0,37.0,52.0,50.1,28.0,26.0,16.7,16.3,37.4,25.5,71.7,51.0,45.3,35.9,38.0,11.1,11.2,61.0,55.7,35.1,40.9,71.41,77.462,80.482,1.844,77.447,74.3,68.7,1.134,1.018,38.331,0.3996336996336996
